"TIME","GEO","NACE_R2","INDIC_SB","Value","Flag and Footnotes"
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","205.3",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Production value","194.6",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","64.1",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","19.0",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","145.9",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","9.0",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","0.3",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Personnel costs","45.1",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","33.6",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Social security costs","11.6",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","7.2",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Number of persons employed","3,068",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","35",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Number of employees","3,033",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","2,958",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","66.9",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","20.9",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","140.4",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","21.1",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","23.2",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","14.9",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","98.9",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","-17.1",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","24.0",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","9.2",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","33.0",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","30.9",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","29.6",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Investment per person employed","2.3",""
"2010","Estonia","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","11.2",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Number of enterprises","292",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","2,026.5",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Production value","1,907.4",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","750.2",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","333.6",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","1,267.9",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","115.1",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","1.6",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Personnel costs","416.5",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","351.9",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Social security costs","64.6",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","40.6",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Number of persons employed","9,691",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","221",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Number of employees","9,470",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","9,078",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","209.1",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","77.4",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","176.0",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","79.2",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","21.8",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","44.0",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","97.7",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","-7.5",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","33.2",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","16.5",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","39.3",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","32.9",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","44.5",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Investment per person employed","4.2",""
"2010","Ireland","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","5.4",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Number of enterprises","2,539",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","1,087.3",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Production value","1,059.1",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","507.8",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","164.2",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","733.5",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","118.5",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","0.0",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Personnel costs","359.2",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","279.9",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Social security costs","79.3",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","37.5",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Number of persons employed","17,738",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","2,286",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Number of employees","15,452",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","15,322",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","61.3",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","28.6",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","123.1",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","32.9",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","33.9",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","23.2",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","87.1",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","-4.7",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","7.0",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","15.1",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","47.9",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","49.0",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","32.3",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Investment per person employed","2.1",""
"2010","Greece","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","7.4",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Number of enterprises","6,207",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","16,496.5",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Production value","15,763.8",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","5,938.7",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","1,831.4",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","10,810.6",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","990.5",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","21.9",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Personnel costs","4,107.3",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","3,194.5",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Social security costs","912.8",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","415.7",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Number of persons employed","105,775",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","2,048",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Number of employees","103,727",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","99,845",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","156.0",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","56.1",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","141.8",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","57.3",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","26.1",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","39.6",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","98.1",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","-7.3",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","17.0",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","11.1",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","37.7",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","38.0",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","30.8",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Investment per person employed","3.9",""
"2010","Spain","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","7.0",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Number of enterprises","5,537",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","43,209.6",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Production value","36,573.2",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","12,116.6",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","2,764.1",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","30,583.6",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","4,735.1",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Personnel costs","9,352.5",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","6,528.1",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Social security costs","2,824.4",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","1,008.0",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Number of persons employed","182,145",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","1,030",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Number of employees","181,115",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","165,438",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","237.2",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","66.5",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","128.8",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","66.9",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","25.6",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","51.6",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","99.4",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","32.9",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","6.4",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","33.1",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","30.6",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","22.8",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Investment per person employed","5.5",""
"2010","France","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","8.3",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Number of enterprises","836",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","581.9",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Production value","546.0",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale","47.4",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","211.5",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","72.1",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","394.8",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","65.0",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","0.2",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Personnel costs","139.4",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","119.6",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Social security costs","19.8",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","24.3",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Number of persons employed","10,899",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","393",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Number of employees","10,506",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","9,216",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","53.4",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","19.4",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","146.2",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","20.1",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","25.5",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","13.3",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","96.4",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","-11.0",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","13.0",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","12.4",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","38.7",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","35.3",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","34.1",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Investment per person employed","2.2",""
"2010","Croatia","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","11.5",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Number of enterprises","24,606",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","99,504.7",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Production value","97,777.9",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","28,282.1",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","9,386.2",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","72,924.8",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","4,762.7",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","230.4",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Personnel costs","18,895.9",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","13,402.8",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Social security costs","5,493.1",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","2,885.5",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Number of persons employed","461,670",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","35,835",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Number of employees","425,835",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","367,172",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","215.5",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","61.3",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","138.1",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","66.4",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","19.3",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","44.4",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","92.2",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","18.8",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","9.4",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","28.9",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","25.9",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","33.2",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Investment per person employed","6.3",""
"2010","Italy","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","10.2",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of enterprises","68",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","66.1",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Production value","56.0",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","25.9",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","12.0",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","41.1",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","10.2",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","0.0",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Personnel costs","13.9",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","11.7",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Social security costs","2.3",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","5.8",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of persons employed","627",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","5",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of employees","622",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","615",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","105.4",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","41.4",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","184.7",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","41.7",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","24.9",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","22.4",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","99.2",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","15.3",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","9.2",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","18.2",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","46.3",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","33.9",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","46.3",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Investment per person employed","9.3",""
"2010","Cyprus","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","22.4",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Number of enterprises","129",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","108.7",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Production value","105.5",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","45.0",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","20.8",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","67.7",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","2.1",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","0.0",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Personnel costs","24.2",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","19.5",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Social security costs","4.7",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","6.2",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Number of persons employed","2,762",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Number of employees","2,755",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","2,287",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","39.3",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","16.3",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","185.5",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","16.3",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","22.9",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","8.8",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","99.7",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)","1.2",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","21.4",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","19.1",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","42.7",""
"2010","Latvia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","35.7",""
