"TIME","GEO","NACE_R2","INDIC_SB","Value","Flag and Footnotes"
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Production value",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Personnel costs",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Social security costs",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Number of employees",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2008","European Union (28 countries)","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Number of enterprises",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Production value",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Value added at factor cost",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Gross operating surplus",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Personnel costs",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Wages and Salaries",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Social security costs",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Number of persons employed",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Number of employees",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Turnover per person employed",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Gross value added per employee",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Investment per person employed",":",""
"2008","European Union (27 countries)","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)",":",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Number of enterprises","1,836",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","13,479.5",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Production value","12,347.6",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","3,609.7",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","1,328.8",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","10,081.6",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","1,331.7",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","84.0",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Personnel costs","2,281.4",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","1,630.4",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Social security costs","651.8",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","359.7",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Number of persons employed","42,774",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","1,795",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Number of employees","40,979",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","38,422",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","315.1",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","84.4",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","151.6",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","88.1",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","18.5",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","55.7",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","95.8",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","23.3",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","9.9",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","29.2",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","22.6",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","36.8",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Investment per person employed","8.4",""
"2008","Belgium","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","10.0",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Number of enterprises","993",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","1,208.4",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Production value","1,142.8",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","343.6",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","174.2",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","973.2",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","139.4",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Payments for agency workers",":","c"
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Personnel costs","169.4",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","138.1",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Social security costs","31.3",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","110.5",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Number of persons employed","37,624",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","998",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Number of employees","36,626",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","36,349",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","32.1",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","9.1",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","197.5",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","9.4",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","14.8",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","4.6",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","97.3",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","37.9",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","14.4",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","30.1",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","17.4",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","50.7",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Investment per person employed","2.9",""
"2008","Bulgaria","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","32.2",""
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Number of enterprises","6,267","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","12,445.9","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Production value","12,245.0","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","3,284.5","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","1,140.5","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","9,714.8","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","666.5","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","86.3","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Personnel costs","2,144.1","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","1,585.8","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Social security costs","558.3","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","845.6","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Number of persons employed","142,707","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","6,444","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Number of employees","136,263","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","134,948","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","87.2","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","23.0","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","146.3","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","24.1","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","17.5","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","15.7","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","95.5","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","22.8","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","9.2","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","26.8","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","22.1","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","34.7","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Investment per person employed","5.9","p"
"2008","Czech Republic","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","25.7","p"
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Number of enterprises","1,714",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","18,995.4",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Production value","18,646.3",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","5,360.3",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","1,489.4",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","14,502.6",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","936.1",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","47.7",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Personnel costs","3,870.9",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","3,538.3",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Social security costs","332.6",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","734.9",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Number of persons employed","73,323",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","397",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Number of employees","72,926",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","68,024",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","259.1",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","73.1",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","137.7",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","73.5",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","20.8",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","53.1",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","99.5",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","42.8",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","7.8",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","28.7",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","26.7",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","27.8",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Investment per person employed","10.0",""
"2008","Denmark","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","13.7",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Number of enterprises","16,372",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","241,941.2",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Production value","227,300.3",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","77,444.4",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","19,964.0",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","170,160.0",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","20,613.3",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","2,780.7",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Personnel costs","57,480.3",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","47,336.5",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Social security costs","10,143.8",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","8,484.4",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Number of persons employed","1,091,822",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","9,028",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Number of employees","1,082,794",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","1,053,377",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","221.6",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","70.9",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","133.6",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","71.5",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","25.3",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","53.1",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","99.2",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","66.7",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","8.3",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","34.1",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","33.8",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","25.8",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Investment per person employed","7.8",""
"2008","Germany (until 1990 former territory of the FRG)","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","11.0",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Number of enterprises","144",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","313.4",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Production value","297.1",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","98.8",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","24.7",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","214.2",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","13.7",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","0.3",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Personnel costs","74.1",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","55.6",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Social security costs","18.6",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","20.8",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Number of persons employed","4,882",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","20",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Number of employees","4,862",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","4,769",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","64.2",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","20.2",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","132.8",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","20.3",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","24.9",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","15.2",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","99.6",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","33.9",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","7.9",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","33.3",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","34.6",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","25.0",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Investment per person employed","4.3",""
"2008","Estonia","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","21.1",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Number of enterprises","339",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","2,701.1",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Production value","2,640.7",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","1,093.0",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","591.7",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","1,604.3",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","70.6",""
